00:50:51.958116          Finished saving settings file "C:\Users\Joun\VirtualBox VMs\UbuntuServerAlpha\UbuntuServerAlpha.vbox"
00:50:51.964204          ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={5bfd8965-b81b-469f-8649-f717ce97a5d5} aComponent={NvramStoreWrap} aText={The UEFI NVRAM file is not existing for this machine}, preserve=false aResultDetail=0
00:50:52.406633          Saving settings file "C:\Users\Joun\VirtualBox VMs\UbuntuServerAlpha\UbuntuServerAlpha.vbox" with version "1.19-windows"
00:50:52.408703          Finished saving settings file "C:\Users\Joun\VirtualBox VMs\UbuntuServerAlpha\UbuntuServerAlpha.vbox"
00:50:52.416944          ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={5bfd8965-b81b-469f-8649-f717ce97a5d5} aComponent={NvramStoreWrap} aText={The UEFI NVRAM file is not existing for this machine}, preserve=false aResultDetail=0
00:50:54.952739          Saving settings file "C:\Users\Joun\VirtualBox VMs\UbuntuServerAlpha\UbuntuServerAlpha.vbox" with version "1.19-windows"
00:50:54.955641          Finished saving settings file "C:\Users\Joun\VirtualBox VMs\UbuntuServerAlpha\UbuntuServerAlpha.vbox"
00:50:54.960860          ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={5bfd8965-b81b-469f-8649-f717ce97a5d5} aComponent={NvramStoreWrap} aText={The UEFI NVRAM file is not existing for this machine}, preserve=false aResultDetail=0
00:50:55.968063          Saving settings file "C:\Users\Joun\VirtualBox VMs\UbuntuServerAlpha\UbuntuServerAlpha.vbox" with version "1.19-windows"
00:50:55.970809          Finished saving settings file "C:\Users\Joun\VirtualBox VMs\UbuntuServerAlpha\UbuntuServerAlpha.vbox"
00:50:55.991501          ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={5bfd8965-b81b-469f-8649-f717ce97a5d5} aComponent={NvramStoreWrap} aText={The UEFI NVRAM file is not existing for this machine}, preserve=false aResultDetail=0
00:51:56.657876          Saving settings file "C:\Users\Joun\VirtualBox VMs\UbuntuServerAlpha\UbuntuServerAlpha.vbox" with version "1.19-windows"
00:51:56.660578          Finished saving settings file "C:\Users\Joun\VirtualBox VMs\UbuntuServerAlpha\UbuntuServerAlpha.vbox"
00:51:56.674992          ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={5bfd8965-b81b-469f-8649-f717ce97a5d5} aComponent={NvramStoreWrap} aText={The UEFI NVRAM file is not existing for this machine}, preserve=false aResultDetail=0
00:52:00.671920          Saving settings file "C:\Users\Joun\VirtualBox VMs\UbuntuServerAlpha\UbuntuServerAlpha.vbox" with version "1.19-windows"
00:52:00.675518          Finished saving settings file "C:\Users\Joun\VirtualBox VMs\UbuntuServerAlpha\UbuntuServerAlpha.vbox"
00:52:00.681436          ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={5bfd8965-b81b-469f-8649-f717ce97a5d5} aComponent={NvramStoreWrap} aText={The UEFI NVRAM file is not existing for this machine}, preserve=false aResultDetail=0
00:57:38.137530          ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={5bfd8965-b81b-469f-8649-f717ce97a5d5} aComponent={NvramStoreWrap} aText={The UEFI NVRAM file is not existing for this machine}, preserve=false aResultDetail=0
00:57:38.145529          ERROR [COM]: aRC=E_FAIL (0x80004005) aIID={83cfdc66-4f20-4569-ad39-8722f7d472b3} aComponent={RecordingSettingsWrap} aText={Recording not started}, preserve=false aResultDetail=0
00:57:39.840067          Saving settings file "C:\Users\Joun\VirtualBox VMs\UbuntuServerAlpha\UbuntuServerAlpha.vbox" with version "1.19-windows"
00:57:39.843573          Finished saving settings file "C:\Users\Joun\VirtualBox VMs\UbuntuServerAlpha\UbuntuServerAlpha.vbox"
